timestamp,dst,dport,bytes,rtt_ms,status
1788187377.306438,10.0.0.100,22,259,18.222,ok
1788187378.208511,10.0.0.100,3306,166,21.126,ok
1788187378.273597,10.0.0.100,80,2124,17.164,ok
1788187379.209354,10.0.0.100,80,2896,22.253,ok
1788187380.280776,10.0.0.100,22,387,19.108,ok
1788187380.335802,10.0.0.100,80,1048,19.216,ok
1788187380.506670,10.0.0.100,8080,1372,10.973,ok
1788187380.663965,10.0.0.100,22,180,17.007,ok
1788187381.008905,10.0.0.100,3306,919,25.067,ok
1788187381.399120,10.0.0.100,8080,695,25.167,ok
1788187381.652976,10.0.0.100,22,332,28.463,ok
1788187381.824402,10.0.0.100,3306,475,24.013,ok
1788187381.926651,10.0.0.100,8080,551,25.035,ok
1788187382.646347,10.0.0.100,443,4344,24.079,ok
1788187383.893952,10.0.0.100,3306,992,19.913,ok
1788187384.496259,10.0.0.100,3306,1006,12.650,ok
1788187384.686403,10.0.0.100,80,1925,23.018,ok
1788187384.899670,10.0.0.100,80,2527,13.444,ok
1788187385.204194,10.0.0.100,8080,717,13.190,ok
1788187385.409007,10.0.0.100,443,5792,18.330,ok
1788187385.980033,10.0.0.100,22,471,22.277,ok
1788187386.072066,10.0.0.100,80,1467,13.464,ok
1788187386.470379,10.0.0.100,80,1377,28.632,ok
1788187386.502806,10.0.0.100,8080,857,29.504,ok
1788187386.933985,10.0.0.100,80,1373,15.055,ok
1788187388.072445,10.0.0.100,80,3828,18.887,ok
1788187388.547680,10.0.0.100,443,5759,13.649,ok
1788187389.825457,10.0.0.100,3306,447,14.555,ok
1788187390.168476,10.0.0.100,443,3566,26.089,ok
1788187390.749921,10.0.0.100,80,1070,19.462,ok
1788187390.790998,10.0.0.100,22,385,12.862,ok
1788187390.877566,10.0.0.100,8080,1264,16.431,ok
1788187391.204128,10.0.0.100,22,440,15.178,ok
1788187392.007502,10.0.0.100,8080,1824,15.884,ok
1788187392.738294,10.0.0.100,8080,1518,12.467,ok
1788187393.202944,10.0.0.100,8080,1207,15.953,ok
1788187393.587286,10.0.0.100,22,413,13.237,ok
1788187394.488340,10.0.0.100,22,407,11.913,ok
1788187394.535719,10.0.0.100,3306,738,13.999,ok
1788187394.672370,10.0.0.100,22,255,13.769,ok
1788187394.797813,10.0.0.100,3306,282,11.229,ok
1788187395.745944,10.0.0.100,22,218,18.768,ok
1788187395.949927,10.0.0.100,80,2512,18.424,ok
1788187396.768751,10.0.0.100,8080,1346,14.804,ok
1788187397.253917,10.0.0.100,22,158,14.565,ok
1788187397.359047,10.0.0.100,3306,282,16.769,ok
